user;PR;comments;coments_review;commit;changed_files;add_lines;delete_lines
yl565;7484;3;0;0;0;0;0
yl565;7473;2;0;2;2;123;11
yl565;7159;48;42;25;3;132;35
lijingpeng;7223;8;0;0;0;0;0
farhadGithub;7232;4;0;2;0;0;0
Clearlove1992;7262;2;0;1;1;2;0
ronalddas;7312;6;0;5;1;4;1
anujgupta82;7344;4;0;2;1;4;4
ejc1;7417;1;0;1;1;1;1
acu192;7424;4;0;0;0;0;0
fwiffo;7446;7;0;1;1;6;0
anandjeyahar;7509;4;6;0;0;0;0
ryanpeach;7515;11;0;2;1;284;0
sietse;7583;2;0;1;2;4;0
sietse;7580;8;0;2;2;9;0
Doppler010;7609;7;3;0;0;0;0
KhaledTo;7610;3;0;1;1;1;1
Borda;7624;6;0;9;2;88;48
rajhans;7664;0;0;1;2;41;79
jpauwels;7697;0;0;1;1;5;3
adervise1;7746;2;0;1;0;0;0
adervise1;7745;1;0;1;0;0;0
vishesh9494;7807;2;0;4;1;9;0
mehulpatel21;7857;1;0;197;253;5514;2785
trianam;7940;2;0;1;1;4;4
xiphodon;7978;1;0;2;1;1;1
bschreck;7982;2;0;1;1;3;3
amanp10;7997;34;24;24;5;145;13
chinmay0301;8000;17;27;9;1;14;13
rougier;8079;4;0;1;1;1;1
SebastinSanty;8090;5;0;1;1;1;1
iamvoid13;8109;4;0;2;2;33;21
NickGoumas;8205;20;0;1;1;1;1
pcasaretto;8404;2;0;1;1;1;1
wallygauze;8485;0;0;3;1;26;16
RuiyeNi;8517;10;1;1;1;6;4
ltcguthrie;8519;2;2;3;1;18;1
ekellrm;8532;3;1;2;1;8;3
