"user";"PR";"comments";"coments_review";"commit";"changed_files";"add_lines";"delete_lines";"Did_CommitMerge"
"awinograd";5831;1;0;1;1;1;1;FALSE
"lina";5842;0;1;1;1;1;1;FALSE
"mkaschenko";5843;3;0;1;1;2;2;FALSE
"alunyov";5861;12;0;2;1;11;2;FALSE
"octaviantamasB";5866;0;0;178;234;20944;1944;TRUE
"benmills";5868;3;2;2;3;57;0;FALSE
"mdolbin";5879;25;6;4;5;106;0;FALSE
"trevordmiller";5890;3;0;1;2;7;0;FALSE
"danielrussellLA";5895;3;0;1;1;1;1;FALSE
"pvorona";5905;2;1;1;15;88;91;FALSE
"RandScullard";5973;16;0;1;3;16;1;FALSE
"RandScullard";5915;9;5;2;1;28;1;FALSE
"ericjim";5932;1;0;0;0;0;0;FALSE
"ericjim";5931;2;0;0;0;0;0;FALSE
"evcohen";5933;3;0;5;3;419;2;FALSE
"EcutDavid";5962;2;0;1;1;1;1;FALSE
"CorainChicago";5978;7;0;1;1;1;1;FALSE
"abutterworth";5989;3;0;1;3;233;124;TRUE
"abutterworth";5988;0;0;2;3;238;125;TRUE
"abutterworth";5987;0;0;206;258;22463;2124;TRUE
"MoOx";5994;1;0;1;1;1;1;FALSE
"qed2000";5996;1;0;0;0;0;0;FALSE
"sprjr";6019;1;0;1;16;33;33;FALSE
"ObedAmpah";6034;0;0;1;1;25;0;FALSE
"arjunsharma";6037;1;0;1;2;28;0;FALSE
"DominicTobias";6058;2;0;1;1;1;0;FALSE
"roth1002";6076;2;0;0;0;0;0;FALSE
"bportnoy";6591;2;1;1;3;5;5;FALSE
"bportnoy";6091;1;0;0;0;0;0;FALSE
"stonebk";6104;1;1;1;19;43;41;FALSE
"holgerl";6106;4;0;1;1;1;1;FALSE
"maxmert";6124;5;0;1;4;4;4;FALSE
"vslinko";6136;3;0;1;1;14;0;FALSE
"vslinko";6135;5;0;1;3;35;0;FALSE
"timwis";6138;2;0;1;1;10;4;FALSE
"timwis";6137;6;1;2;1;2;2;FALSE
"hellosmithy";6149;12;0;1;3;56;10;FALSE
"jmm";6496;8;2;1;1;1;1;FALSE
"jmm";6161;10;4;4;5;153;27;FALSE
"WebReflection";6225;7;0;6;2;39;1;FALSE
"azizhk";6230;3;0;0;0;0;0;FALSE
"jayzawrotny";6240;5;0;1;1;1;1;FALSE
"linhphi9x94";6259;1;0;33;37;665;99;TRUE
"infiman";6264;4;0;0;0;0;0;FALSE
"ericmatthys";6268;16;7;1;2;108;10;TRUE
"sunkibaek";6269;4;0;0;0;0;0;FALSE
"oafridi";6272;3;0;1;1;1;1;FALSE
"marcshilling";6278;3;0;0;0;0;0;FALSE
"ajgreenb";6300;7;0;5;7;73;41;FALSE
"bradmsmith";6315;3;0;1;8;361;0;TRUE
"bradmsmith";6314;0;0;351;830;194073;42061;TRUE
"PiereDome";6317;4;1;1;1;26;0;FALSE
"Bear-Foot";6340;6;0;2;1;71;0;FALSE
"Sumei1009";6509;3;0;1;4;16;27;FALSE
"Sumei1009";6508;0;0;2;4;17;44;FALSE
"Sumei1009";6404;6;3;2;2;87;7;FALSE
"Sumei1009";6345;4;2;3;4;15;27;FALSE
